IP,Acuracia,TempoReacao,APM,TaxaErros,IPRepetido,JaFoiSuspeito,Inventario,AcoesBots,Classe
192.168.201.81,84,307,114,14,0,0,"Botas, Cristal, Foco, Armadura",1,Suspeito
192.168.176.112,51,244,67,41,1,1,"Luvas, Flecha, Martelo, Lança",0,Suspeito
192.168.65.215,85,353,42,4,1,1,"Poção, Armadura, Chave, Lança",0,Suspeito
192.168.10.230,66,338,62,43,1,1,"Colar, Arco, Martelo, Escudo",1,Suspeito
192.168.118.163,52,471,130,4,1,0,"Poção, Luvas, Botas, Arco",1,Suspeito
192.168.169.229,81,479,148,42,0,0,"Adaga, Mapa, Arco, Espada",0,Legítimo
192.168.163.157,62,315,89,18,1,1,"Tomo, Escudo, Joia, Botas",1,Suspeito
192.168.17.133,69,348,31,31,0,0,"Adaga, Anel, Botas, Escudo",1,Suspeito
192.168.39.189,54,469,46,7,0,0,"Lança, Luvas, Arco, Adaga",1,Suspeito
192.168.131.174,57,442,68,3,0,1,"Poção, Espada, Luvas, Joia",0,Suspeito
192.168.11.22,65,201,100,11,1,0,"Luvas, Arco, Botas, Espada",0,Legítimo
192.168.183.19,54,296,39,6,1,0,"Cristal, Botas, Luvas, Chave",1,Suspeito
192.168.19.4,96,326,144,15,0,0,"Joia, Lança, Foco, Tomo",1,Suspeito
192.168.244.189,50,269,74,26,1,0,"Foco, Mapa, Tomo, Escudo",0,Suspeito
192.168.91.76,74,260,140,30,0,0,"Espada, Chave, Anel, Tomo",0,Suspeito
192.168.90.198,56,211,124,40,0,0,"Armadura, Martelo, Cristal, Chave",0,Suspeito
192.168.169.48,65,393,121,33,1,0,"Escudo, Mapa, Colar, Elmo",0,Suspeito
192.168.45.26,97,279,103,31,1,1,"Martelo, Espada, Lança, Anel",1,Suspeito
192.168.169.195,58,215,105,21,1,1,"Escudo, Arco, Chave, Adaga",1,Suspeito
192.168.68.6,99,269,107,24,1,0,"Cristal, Arco, Colar, Joia",0,Suspeito
192.168.21.247,60,441,106,21,1,1,"Botas, Joia, Chave, Cristal",0,Suspeito
192.168.76.197,87,456,97,42,1,0,"Colar, Poção, Flecha, Escudo",1,Suspeito
192.168.160.98,77,345,149,11,1,0,"Espada, Arco, Chave, Flecha",0,Suspeito
192.168.53.31,95,325,118,0,1,0,"Foco, Luvas, Flecha, Anel",1,Suspeito
192.168.157.198,78,494,124,33,1,1,"Flecha, Lança, Chave, Espada",1,Suspeito
192.168.165.136,77,260,135,10,1,1,"Lança, Tomo, Escudo, Luvas",1,Suspeito
192.168.11.247,59,264,56,45,0,1,"Cristal, Flecha, Tomo, Escudo",0,Suspeito
192.168.204.75,58,287,40,43,1,0,"Adaga, Espada, Joia, Cristal",0,Suspeito
192.168.250.154,96,251,88,3,0,0,"Arco, Armadura, Poção, Tomo",0,Legítimo
192.168.149.191,66,314,92,5,0,1,"Escudo, Chave, Mapa, Luvas",0,Suspeito
192.168.208.168,68,474,130,25,1,0,"Flecha, Armadura, Anel, Botas",0,Suspeito
192.168.33.87,88,385,83,31,0,1,"Tomo, Botas, Armadura, Chave",1,Suspeito
192.168.237.58,67,323,99,14,1,1,"Escudo, Anel, Tomo, Foco",1,Suspeito
192.168.95.111,98,481,93,36,1,1,"Colar, Chave, Luvas, Espada",1,Suspeito
192.168.113.157,87,214,34,30,0,1,"Arco, Armadura, Flecha, Mapa",0,Suspeito
192.168.241.62,80,263,104,16,0,1,"Tomo, Elmo, Mapa, Cristal",1,Suspeito
192.168.31.51,94,370,130,1,1,1,"Elmo, Martelo, Arco, Mapa",1,Suspeito
192.168.227.165,52,385,49,38,0,1,"Botas, Joia, Armadura, Colar",0,Suspeito
192.168.73.209,63,211,101,10,0,0,"Escudo, Lança, Mapa, Armadura",1,Suspeito
192.168.220.216,73,321,101,42,0,1,"Chave, Colar, Mapa, Elmo",0,Suspeito
192.168.235.65,61,395,49,21,1,0,"Adaga, Mapa, Colar, Armadura",0,Suspeito
192.168.193.118,87,410,44,29,1,0,"Mapa, Espada, Colar, Arco",0,Suspeito
192.168.215.186,96,392,148,44,1,0,"Elmo, Adaga, Anel, Joia",1,Suspeito
192.168.198.168,71,296,77,44,0,0,"Botas, Armadura, Arco, Tomo",1,Suspeito
192.168.46.139,67,228,57,18,1,1,"Martelo, Adaga, Luvas, Chave",0,Suspeito
192.168.252.240,99,328,50,10,1,1,"Colar, Espada, Chave, Mapa",0,Suspeito
192.168.12.43,72,238,110,39,0,0,"Adaga, Lança, Foco, Martelo",0,Suspeito
192.168.34.186,74,485,103,22,1,0,"Armadura, Cristal, Flecha, Escudo",0,Suspeito
192.168.209.55,67,343,107,9,1,1,"Espada, Elmo, Martelo, Adaga",0,Suspeito
192.168.129.215,96,295,40,46,1,1,"Elmo, Lança, Foco, Martelo",0,Suspeito
192.168.187.139,79,430,138,10,0,1,"Poção, Flecha, Espada, Adaga",0,Suspeito
192.168.151.130,88,349,77,1,0,0,"Chave, Arco, Armadura, Espada",1,Legítimo
192.168.76.145,91,293,67,1,0,1,"Mapa, Colar, Escudo, Armadura",1,Suspeito
192.168.176.223,67,444,85,31,0,0,"Foco, Martelo, Adaga, Armadura",1,Suspeito
192.168.163.195,72,461,77,33,1,0,"Luvas, Lança, Joia, Tomo",0,Suspeito
192.168.41.118,93,402,134,15,0,0,"Anel, Adaga, Armadura, Mapa",0,Legítimo
192.168.3.63,68,214,142,16,1,0,"Colar, Anel, Espada, Lança",0,Suspeito
192.168.186.253,90,370,66,17,0,0,"Foco, Adaga, Arco, Espada",0,Legítimo
192.168.26.103,97,429,134,34,0,1,"Martelo, Joia, Lança, Mapa",0,Suspeito
192.168.205.53,81,241,124,2,1,0,"Colar, Botas, Lança, Adaga",1,Suspeito
192.168.142.187,87,268,142,47,0,0,"Colar, Martelo, Cristal, Poção",1,Suspeito
192.168.158.48,91,465,59,11,1,0,"Elmo, Chave, Mapa, Adaga",0,Legítimo
192.168.91.200,93,206,99,50,0,0,"Espada, Joia, Cristal, Martelo",0,Legítimo
192.168.142.2,70,426,63,8,0,1,"Luvas, Anel, Lança, Chave",1,Suspeito
192.168.195.10,52,342,129,39,1,0,"Arco, Escudo, Espada, Elmo",0,Suspeito
192.168.191.52,70,334,30,11,1,1,"Poção, Flecha, Espada, Arco",1,Suspeito
192.168.245.94,84,202,98,4,0,0,"Armadura, Espada, Botas, Adaga",1,Legítimo
192.168.84.38,72,446,71,44,0,1,"Escudo, Luvas, Joia, Mapa",1,Suspeito
192.168.78.224,88,308,69,43,1,1,"Espada, Chave, Armadura, Escudo",0,Suspeito
192.168.255.94,68,362,108,20,1,1,"Elmo, Armadura, Adaga, Luvas",0,Suspeito
192.168.115.185,82,403,133,35,1,1,"Colar, Flecha, Elmo, Joia",0,Suspeito
192.168.226.152,59,411,103,28,0,1,"Martelo, Lança, Colar, Mapa",1,Suspeito
192.168.100.106,88,487,133,43,1,0,"Tomo, Martelo, Lança, Anel",1,Suspeito
192.168.178.1,77,359,62,16,0,1,"Anel, Chave, Foco, Elmo",1,Suspeito
192.168.158.91,60,320,92,26,0,1,"Chave, Mapa, Martelo, Luvas",1,Suspeito
192.168.203.24,64,487,84,24,1,1,"Escudo, Botas, Espada, Joia",1,Suspeito
192.168.150.123,88,393,31,18,0,0,"Cristal, Elmo, Tomo, Chave",1,Suspeito
192.168.164.17,74,289,97,45,0,0,"Poção, Tomo, Adaga, Escudo",1,Suspeito
192.168.148.144,61,238,110,8,0,1,"Tomo, Luvas, Adaga, Chave",1,Suspeito
192.168.143.154,99,453,101,7,0,0,"Botas, Lança, Adaga, Escudo",1,Suspeito
192.168.173.206,86,309,119,29,1,0,"Adaga, Arco, Botas, Luvas",0,Suspeito
192.168.69.211,98,398,99,33,1,0,"Adaga, Escudo, Anel, Lança",1,Suspeito
192.168.128.20,71,341,38,9,0,1,"Tomo, Chave, Joia, Poção",0,Suspeito
192.168.15.86,74,259,44,19,1,1,"Botas, Foco, Mapa, Lança",0,Suspeito
192.168.201.181,95,381,102,48,1,0,"Poção, Anel, Luvas, Joia",1,Suspeito
192.168.202.132,76,218,63,12,1,0,"Joia, Arco, Foco, Escudo",1,Suspeito
192.168.113.38,86,324,39,34,0,0,"Foco, Mapa, Luvas, Cristal",1,Suspeito
192.168.84.111,62,364,81,37,1,0,"Escudo, Espada, Foco, Joia",0,Suspeito
192.168.23.57,72,331,97,22,1,1,"Botas, Flecha, Chave, Martelo",1,Suspeito
192.168.153.188,56,425,69,47,0,1,"Tomo, Cristal, Elmo, Flecha",0,Suspeito
192.168.255.238,60,449,117,37,0,0,"Armadura, Chave, Botas, Flecha",1,Suspeito
192.168.164.108,50,432,107,23,0,1,"Mapa, Escudo, Cristal, Martelo",0,Suspeito
192.168.163.201,52,211,70,29,1,1,"Colar, Joia, Tomo, Martelo",1,Suspeito
192.168.31.105,99,258,121,35,0,0,"Arco, Chave, Anel, Escudo",1,Suspeito
192.168.215.98,62,361,108,30,1,0,"Colar, Elmo, Espada, Chave",0,Suspeito
192.168.146.150,83,481,107,44,0,1,"Adaga, Elmo, Cristal, Chave",1,Suspeito
192.168.48.93,92,451,96,18,1,0,"Espada, Tomo, Lança, Arco",1,Suspeito
192.168.86.7,78,453,31,15,0,1,"Adaga, Escudo, Tomo, Colar",0,Suspeito
192.168.7.213,57,291,114,10,1,0,"Poção, Chave, Tomo, Elmo",0,Suspeito
192.168.70.133,87,329,75,1,1,1,"Tomo, Espada, Mapa, Adaga",0,Suspeito
192.168.77.240,80,341,144,2,0,1,"Cristal, Foco, Botas, Colar",0,Suspeito
192.168.67.110,87,247,128,44,0,1,"Cristal, Joia, Botas, Poção",1,Suspeito
192.168.223.215,89,209,101,34,0,1,"Lança, Cristal, Foco, Mapa",1,Suspeito
192.168.48.205,99,485,60,33,1,1,"Escudo, Anel, Flecha, Botas",0,Suspeito
192.168.117.124,79,272,54,31,1,1,"Mapa, Lança, Anel, Tomo",0,Suspeito
192.168.35.21,67,272,71,43,0,0,"Lança, Cristal, Flecha, Botas",1,Suspeito
192.168.186.127,83,225,87,24,0,0,"Foco, Lança, Luvas, Chave",0,Legítimo
192.168.112.187,53,479,65,44,0,1,"Flecha, Foco, Joia, Poção",0,Suspeito
192.168.196.41,95,374,92,18,1,1,"Arco, Martelo, Botas, Joia",0,Suspeito
192.168.156.35,56,400,50,47,1,0,"Elmo, Joia, Mapa, Armadura",1,Suspeito
192.168.192.168,66,474,148,35,1,0,"Anel, Tomo, Luvas, Armadura",1,Suspeito
192.168.244.18,91,304,43,13,0,1,"Anel, Armadura, Flecha, Martelo",1,Suspeito
192.168.15.72,80,387,142,28,0,0,"Tomo, Colar, Lança, Armadura",0,Legítimo
192.168.67.63,70,211,140,27,1,0,"Chave, Espada, Anel, Tomo",1,Suspeito
192.168.232.64,74,256,93,7,0,1,"Cristal, Adaga, Luvas, Chave",1,Suspeito
192.168.70.194,93,450,117,30,1,1,"Luvas, Chave, Joia, Foco",1,Suspeito
192.168.115.199,67,430,82,16,0,0,"Luvas, Espada, Armadura, Adaga",0,Legítimo
192.168.17.125,94,305,106,2,0,0,"Chave, Anel, Joia, Flecha",1,Suspeito
192.168.9.16,54,313,71,48,1,0,"Colar, Martelo, Anel, Tomo",1,Suspeito
192.168.232.36,89,360,66,32,1,0,"Elmo, Escudo, Adaga, Anel",0,Suspeito
192.168.136.105,93,200,99,44,1,1,"Chave, Lança, Espada, Botas",0,Suspeito
192.168.89.230,59,272,90,34,0,1,"Tomo, Lança, Mapa, Cristal",1,Suspeito
192.168.6.170,71,262,100,18,0,0,"Botas, Arco, Armadura, Adaga",1,Suspeito
192.168.246.143,58,275,64,26,1,0,"Colar, Cristal, Lança, Martelo",1,Suspeito
192.168.239.14,86,442,74,34,1,0,"Colar, Poção, Lança, Joia",1,Suspeito
192.168.107.67,77,284,40,48,1,1,"Joia, Escudo, Colar, Arco",1,Suspeito
192.168.187.251,82,257,36,12,0,0,"Adaga, Joia, Botas, Arco",0,Legítimo
192.168.66.167,60,351,60,44,1,1,"Elmo, Joia, Martelo, Adaga",0,Suspeito
192.168.51.145,60,460,38,47,1,1,"Adaga, Martelo, Flecha, Luvas",1,Suspeito
192.168.119.248,52,272,42,34,1,1,"Colar, Elmo, Foco, Joia",0,Suspeito
192.168.156.90,66,223,128,47,1,1,"Lança, Arco, Elmo, Colar",0,Suspeito
192.168.30.39,78,307,34,20,0,0,"Arco, Espada, Chave, Elmo",1,Suspeito
192.168.58.64,93,425,109,48,1,1,"Anel, Foco, Chave, Elmo",1,Suspeito
192.168.217.144,84,365,62,35,1,0,"Joia, Luvas, Adaga, Elmo",0,Suspeito
192.168.134.30,72,445,135,2,1,1,"Flecha, Luvas, Anel, Chave",0,Suspeito
192.168.220.185,98,488,88,46,1,0,"Adaga, Foco, Martelo, Tomo",0,Suspeito
192.168.18.181,86,438,66,24,1,1,"Anel, Elmo, Chave, Botas",0,Suspeito
192.168.139.21,97,381,92,23,1,0,"Luvas, Foco, Cristal, Elmo",1,Suspeito
192.168.117.124,76,348,76,28,0,1,"Espada, Chave, Poção, Cristal",0,Suspeito
192.168.43.242,63,212,98,7,0,0,"Escudo, Martelo, Foco, Anel",1,Legítimo
192.168.217.171,52,496,43,23,0,1,"Tomo, Arco, Armadura, Chave",1,Suspeito
192.168.118.106,87,315,150,42,0,0,"Anel, Chave, Mapa, Joia",1,Suspeito
192.168.166.140,56,245,81,0,0,0,"Joia, Armadura, Foco, Tomo",0,Legítimo
192.168.16.131,65,400,72,13,0,1,"Mapa, Espada, Joia, Tomo",1,Suspeito
192.168.206.118,77,285,115,0,0,1,"Chave, Escudo, Flecha, Mapa",0,Suspeito
192.168.14.201,78,376,74,21,0,0,"Botas, Martelo, Chave, Escudo",0,Legítimo
192.168.52.66,80,376,130,37,0,1,"Anel, Martelo, Armadura, Elmo",1,Suspeito
192.168.43.85,58,334,84,40,0,1,"Flecha, Arco, Luvas, Chave",0,Suspeito
192.168.193.133,69,451,117,48,1,1,"Botas, Elmo, Poção, Colar",1,Suspeito
192.168.53.224,81,279,43,31,1,0,"Foco, Armadura, Elmo, Botas",0,Legítimo
192.168.225.222,99,335,132,12,0,0,"Chave, Anel, Luvas, Cristal",0,Legítimo
192.168.61.116,87,361,119,47,1,1,"Foco, Arco, Joia, Armadura",1,Suspeito
192.168.252.197,97,399,55,39,1,0,"Colar, Botas, Anel, Luvas",1,Suspeito
192.168.7.17,88,435,47,29,0,1,"Martelo, Poção, Anel, Joia",1,Suspeito
192.168.119.232,80,318,68,35,1,0,"Flecha, Joia, Foco, Armadura",1,Suspeito
192.168.138.127,59,394,148,47,1,0,"Arco, Botas, Elmo, Anel",0,Suspeito
192.168.27.168,84,245,61,36,1,1,"Flecha, Escudo, Colar, Botas",1,Suspeito
192.168.210.98,81,480,85,18,0,1,"Armadura, Espada, Chave, Poção",0,Suspeito
192.168.198.246,80,315,33,36,1,1,"Lança, Adaga, Armadura, Cristal",1,Suspeito
192.168.52.134,74,419,78,2,0,0,"Joia, Martelo, Lança, Foco",1,Suspeito
192.168.74.203,76,206,99,19,1,0,"Lança, Tomo, Flecha, Arco",1,Suspeito
192.168.148.162,67,261,145,20,1,0,"Flecha, Elmo, Foco, Luvas",1,Suspeito
192.168.204.101,76,346,92,8,1,0,"Poção, Martelo, Luvas, Flecha",0,Suspeito
192.168.234.136,60,464,129,1,1,1,"Escudo, Foco, Poção, Colar",1,Suspeito
192.168.41.178,91,358,96,6,0,1,"Tomo, Escudo, Martelo, Flecha",0,Legítimo
192.168.203.81,59,479,34,33,1,0,"Luvas, Adaga, Anel, Elmo",0,Suspeito
192.168.219.232,54,345,68,40,1,1,"Poção, Colar, Chave, Mapa",0,Suspeito
192.168.71.251,72,347,99,50,0,0,"Escudo, Colar, Tomo, Mapa",1,Suspeito
192.168.36.52,83,236,145,17,1,1,"Elmo, Colar, Espada, Botas",0,Suspeito
192.168.47.228,72,441,133,30,0,0,"Martelo, Colar, Chave, Armadura",0,Suspeito
192.168.167.39,64,274,57,47,0,1,"Botas, Poção, Martelo, Armadura",1,Suspeito
192.168.113.157,78,470,56,8,1,0,"Arco, Mapa, Poção, Botas",1,Suspeito
192.168.22.226,67,474,54,36,0,0,"Joia, Foco, Colar, Poção",0,Legítimo
192.168.205.129,97,483,141,38,1,0,"Mapa, Elmo, Foco, Cristal",0,Suspeito
192.168.247.107,97,356,133,4,0,0,"Chave, Escudo, Botas, Tomo",1,Suspeito
192.168.251.171,75,403,123,43,0,0,"Joia, Espada, Mapa, Lança",1,Suspeito
192.168.162.43,66,434,77,41,1,0,"Cristal, Tomo, Escudo, Espada",0,Suspeito
192.168.225.110,87,239,91,1,0,0,"Chave, Martelo, Escudo, Cristal",1,Legítimo
192.168.42.4,51,380,86,4,1,1,"Mapa, Luvas, Poção, Espada",1,Suspeito
192.168.143.135,74,210,60,2,1,0,"Colar, Botas, Luvas, Tomo",1,Suspeito
192.168.184.228,67,349,91,17,1,1,"Anel, Poção, Mapa, Adaga",1,Suspeito
192.168.21.187,96,246,33,25,1,0,"Cristal, Joia, Mapa, Adaga",1,Suspeito
192.168.48.219,50,255,45,27,1,1,"Elmo, Lança, Cristal, Armadura",1,Suspeito
192.168.209.138,78,309,137,13,0,1,"Luvas, Martelo, Chave, Anel",0,Suspeito
192.168.182.81,87,330,120,46,1,0,"Mapa, Chave, Colar, Cristal",1,Suspeito
192.168.121.210,74,387,81,18,0,1,"Joia, Martelo, Poção, Colar",1,Suspeito
192.168.118.92,54,222,92,2,1,0,"Adaga, Poção, Lança, Joia",0,Legítimo
192.168.127.212,99,351,74,15,1,1,"Chave, Tomo, Arco, Colar",1,Suspeito
192.168.86.45,76,254,119,27,1,1,"Elmo, Chave, Anel, Cristal",0,Suspeito
192.168.182.211,81,372,124,20,1,0,"Martelo, Armadura, Chave, Espada",0,Suspeito
192.168.26.62,62,391,122,13,1,0,"Foco, Cristal, Martelo, Botas",0,Suspeito
192.168.37.89,74,367,117,6,1,0,"Poção, Adaga, Joia, Arco",1,Suspeito
192.168.115.191,71,422,54,41,1,0,"Colar, Anel, Luvas, Arco",1,Suspeito
192.168.167.159,53,301,70,50,0,1,"Adaga, Lança, Arco, Botas",0,Suspeito
192.168.90.215,55,430,86,16,0,0,"Luvas, Botas, Foco, Anel",1,Suspeito
192.168.121.250,92,330,70,19,0,0,"Espada, Joia, Colar, Poção",0,Legítimo
192.168.162.33,62,345,121,31,1,0,"Anel, Colar, Joia, Mapa",1,Suspeito
192.168.173.83,59,395,69,36,0,0,"Joia, Arco, Mapa, Colar",1,Suspeito
192.168.176.18,75,205,46,19,0,0,"Martelo, Foco, Anel, Luvas",1,Suspeito
192.168.45.219,89,396,78,46,0,1,"Elmo, Espada, Poção, Martelo",1,Suspeito
192.168.58.214,53,386,148,28,1,0,"Elmo, Colar, Escudo, Chave",0,Suspeito
192.168.72.164,79,293,57,22,1,1,"Joia, Foco, Tomo, Escudo",1,Suspeito
192.168.178.131,56,225,104,32,0,0,"Anel, Poção, Joia, Elmo",1,Suspeito
192.168.78.55,51,227,82,48,0,0,"Luvas, Colar, Mapa, Cristal",0,Legítimo
192.168.9.78,52,477,38,40,0,1,"Tomo, Anel, Botas, Escudo",1,Suspeito
192.168.167.240,92,407,89,2,0,0,"Joia, Botas, Espada, Chave",1,Legítimo
192.168.223.196,56,238,114,16,0,0,"Adaga, Mapa, Chave, Tomo",0,Suspeito
192.168.202.170,52,307,92,23,1,1,"Escudo, Flecha, Chave, Joia",1,Suspeito
192.168.67.232,72,378,135,16,1,0,"Adaga, Anel, Arco, Mapa",1,Suspeito
192.168.172.143,93,451,64,35,0,0,"Flecha, Arco, Luvas, Foco",1,Suspeito
192.168.29.114,63,213,40,42,0,1,"Lança, Espada, Foco, Anel",0,Suspeito
192.168.118.221,71,271,143,37,0,1,"Adaga, Arco, Anel, Armadura",0,Suspeito
192.168.140.98,52,467,75,50,0,0,"Joia, Espada, Foco, Botas",0,Legítimo
192.168.250.29,72,202,99,13,0,0,"Arco, Espada, Adaga, Foco",1,Legítimo
192.168.108.11,79,260,125,44,0,0,"Armadura, Flecha, Luvas, Adaga",1,Suspeito
192.168.189.235,79,488,69,39,0,0,"Escudo, Botas, Colar, Foco",1,Suspeito
192.168.72.219,66,384,116,18,1,1,"Joia, Botas, Foco, Poção",0,Suspeito
192.168.75.233,66,278,46,37,1,1,"Foco, Cristal, Botas, Anel",0,Suspeito
192.168.193.206,55,220,65,5,1,1,"Espada, Joia, Luvas, Escudo",1,Suspeito
192.168.5.246,68,208,47,40,0,0,"Espada, Foco, Botas, Joia",1,Suspeito
192.168.186.78,55,273,128,27,1,0,"Adaga, Elmo, Foco, Anel",1,Suspeito
192.168.212.72,89,465,56,14,1,1,"Espada, Elmo, Foco, Chave",1,Suspeito
192.168.223.29,99,325,116,33,0,0,"Colar, Lança, Elmo, Foco",1,Suspeito
192.168.180.138,99,416,144,32,0,1,"Cristal, Anel, Flecha, Foco",1,Suspeito
192.168.25.62,94,476,93,10,1,1,"Lança, Flecha, Arco, Luvas",1,Suspeito
192.168.4.120,80,322,95,1,0,1,"Foco, Colar, Elmo, Martelo",0,Legítimo
192.168.77.153,85,257,85,22,0,0,"Martelo, Mapa, Tomo, Botas",1,Legítimo
192.168.76.77,64,355,69,29,1,0,"Elmo, Joia, Luvas, Mapa",1,Suspeito
192.168.190.13,82,473,87,44,1,1,"Luvas, Chave, Colar, Elmo",0,Suspeito
192.168.231.218,73,442,102,47,0,1,"Foco, Espada, Tomo, Mapa",0,Suspeito
192.168.171.152,74,219,149,26,1,1,"Armadura, Cristal, Botas, Lança",0,Suspeito
192.168.228.48,88,408,143,38,1,0,"Joia, Luvas, Colar, Elmo",1,Suspeito
192.168.21.62,64,372,134,22,0,1,"Flecha, Anel, Cristal, Arco",0,Suspeito
192.168.203.9,66,473,137,38,1,1,"Tomo, Martelo, Colar, Espada",0,Suspeito
192.168.149.254,97,236,86,10,0,0,"Tomo, Cristal, Mapa, Lança",1,Legítimo
192.168.219.133,52,360,109,18,0,1,"Chave, Joia, Cristal, Flecha",0,Suspeito
192.168.17.213,74,464,138,32,1,1,"Joia, Colar, Martelo, Cristal",1,Suspeito
192.168.153.30,96,323,77,0,0,0,"Joia, Lança, Foco, Elmo",0,Legítimo
192.168.24.232,81,345,146,36,0,0,"Anel, Poção, Flecha, Chave",1,Suspeito
192.168.171.212,77,221,80,42,0,1,"Martelo, Luvas, Lança, Tomo",0,Suspeito
192.168.225.146,62,283,102,20,1,0,"Arco, Elmo, Anel, Armadura",0,Suspeito
192.168.132.110,67,297,115,22,1,1,"Foco, Chave, Anel, Colar",0,Suspeito
192.168.81.111,93,484,145,43,0,0,"Armadura, Colar, Flecha, Tomo",1,Suspeito
192.168.198.154,78,285,59,39,1,0,"Adaga, Poção, Flecha, Armadura",1,Suspeito
192.168.228.114,76,338,120,14,0,1,"Colar, Escudo, Luvas, Cristal",0,Suspeito
192.168.155.161,55,402,93,16,1,1,"Tomo, Colar, Arco, Adaga",1,Suspeito
192.168.151.180,50,248,62,34,0,0,"Lança, Luvas, Foco, Cristal",0,Legítimo
192.168.61.131,99,346,123,28,1,1,"Armadura, Tomo, Mapa, Espada",1,Suspeito
192.168.27.99,69,422,96,8,1,0,"Joia, Flecha, Anel, Colar",1,Suspeito
192.168.125.167,80,460,109,15,1,0,"Mapa, Foco, Lança, Martelo",1,Suspeito
192.168.243.154,54,388,69,45,0,0,"Tomo, Martelo, Armadura, Lança",1,Suspeito
192.168.190.130,84,401,88,35,1,0,"Colar, Adaga, Foco, Cristal",1,Suspeito
192.168.162.19,97,238,104,50,0,1,"Espada, Luvas, Martelo, Joia",1,Suspeito
192.168.65.93,79,484,78,39,1,1,"Mapa, Botas, Chave, Cristal",1,Suspeito
192.168.121.12,56,239,54,48,0,1,"Luvas, Colar, Espada, Joia",1,Suspeito
192.168.36.71,79,433,146,11,0,1,"Escudo, Anel, Flecha, Mapa",1,Suspeito
192.168.248.85,89,279,91,39,0,0,"Botas, Cristal, Elmo, Joia",1,Legítimo
192.168.123.51,70,481,118,1,0,1,"Armadura, Tomo, Anel, Joia",1,Suspeito
192.168.156.72,94,416,79,34,1,1,"Luvas, Colar, Escudo, Tomo",1,Suspeito
192.168.53.132,83,426,72,23,1,1,"Luvas, Cristal, Elmo, Armadura",1,Suspeito
192.168.2.2,95,265,79,17,1,1,"Flecha, Lança, Anel, Mapa",0,Suspeito
192.168.56.10,81,333,79,43,1,1,"Adaga, Flecha, Foco, Espada",0,Suspeito
192.168.28.87,56,385,95,43,1,0,"Lança, Chave, Tomo, Botas",0,Suspeito
192.168.205.146,65,431,95,1,0,1,"Luvas, Lança, Elmo, Tomo",1,Suspeito
192.168.131.75,60,231,90,31,0,1,"Luvas, Lança, Colar, Mapa",0,Suspeito
192.168.238.102,96,489,46,18,0,1,"Luvas, Arco, Adaga, Cristal",1,Suspeito
192.168.23.158,88,467,90,21,0,0,"Chave, Espada, Adaga, Arco",1,Suspeito
192.168.30.89,84,281,50,42,0,1,"Joia, Poção, Luvas, Flecha",1,Suspeito
192.168.130.223,65,447,45,15,0,1,"Martelo, Joia, Flecha, Escudo",0,Suspeito
192.168.126.180,59,356,142,48,0,0,"Escudo, Adaga, Luvas, Elmo",1,Suspeito
192.168.254.34,88,339,103,9,0,1,"Tomo, Escudo, Chave, Foco",1,Suspeito
192.168.71.101,74,294,109,33,1,0,"Foco, Joia, Armadura, Lança",1,Suspeito
192.168.108.105,61,374,78,34,0,0,"Colar, Poção, Elmo, Lança",0,Legítimo
192.168.232.183,81,419,139,12,1,0,"Adaga, Botas, Arco, Espada",1,Suspeito
192.168.156.79,52,323,107,16,1,1,"Colar, Espada, Joia, Arco",1,Suspeito
192.168.211.244,66,389,123,42,1,0,"Tomo, Anel, Escudo, Lança",1,Suspeito
192.168.210.1,73,410,74,38,0,0,"Botas, Mapa, Tomo, Escudo",1,Suspeito
192.168.163.14,57,414,146,16,0,0,"Flecha, Elmo, Poção, Martelo",1,Suspeito
192.168.66.16,100,215,129,27,0,0,"Foco, Adaga, Tomo, Luvas",1,Suspeito
192.168.154.176,60,458,133,3,0,0,"Mapa, Flecha, Tomo, Colar",1,Suspeito
192.168.30.98,56,337,50,10,0,0,"Arco, Armadura, Joia, Tomo",1,Suspeito
192.168.117.95,60,278,62,24,1,1,"Elmo, Botas, Martelo, Anel",1,Suspeito
192.168.31.107,89,272,64,4,1,1,"Martelo, Elmo, Cristal, Tomo",0,Suspeito
192.168.192.19,71,345,62,43,1,0,"Joia, Poção, Colar, Flecha",0,Suspeito
192.168.21.91,78,466,133,36,0,0,"Anel, Joia, Foco, Arco",0,Suspeito
192.168.241.171,51,313,33,48,0,1,"Arco, Anel, Tomo, Mapa",0,Suspeito
192.168.174.93,51,425,39,35,1,0,"Chave, Mapa, Tomo, Foco",0,Suspeito
192.168.152.3,72,229,63,47,0,1,"Escudo, Joia, Martelo, Chave",0,Suspeito
192.168.163.233,91,343,54,28,1,1,"Escudo, Tomo, Lança, Mapa",1,Suspeito
192.168.157.223,95,498,58,30,1,0,"Chave, Martelo, Botas, Armadura",0,Suspeito
192.168.185.31,54,431,126,49,0,0,"Arco, Flecha, Foco, Adaga",0,Suspeito
192.168.231.17,77,263,98,32,0,1,"Lança, Joia, Espada, Escudo",1,Suspeito
192.168.137.37,96,350,30,1,0,0,"Flecha, Foco, Escudo, Armadura",1,Suspeito
192.168.3.108,69,270,81,36,0,0,"Luvas, Botas, Adaga, Elmo",1,Suspeito
192.168.76.124,92,323,79,46,0,0,"Colar, Chave, Armadura, Escudo",1,Suspeito
192.168.148.12,56,434,43,40,0,1,"Elmo, Poção, Anel, Lança",0,Suspeito
