IP,Inventario,Precisao,TempoReacao,APM,TaxaHeadshots,JaFoiSuspeito,SusInv,Classe
192.168.51.104,"Revólver, Sniper, Explosivo, Fuzil",45,152,67,32,1,0,Legítimo
192.168.14.232,"GranadaInc, Sniper, GranadaFumo, Capacete",49,298,79,62,0,0,Legítimo
192.168.154.197,"Mira, Torreta, Metralhadora, Sniper",92,156,129,58,0,1,Suspeito
192.168.17.80,"Pistola, Espingarda, Sniper, GranadaFrag",81,315,116,44,0,1,Suspeito
192.168.45.86,"Torreta, Mira, Drone, Revólver",52,70,108,55,0,0,Legítimo
192.168.145.220,"MedKit, Sniper, Drone, Torreta",47,343,58,36,0,1,Legítimo
192.168.199.252,"Espingarda, Revólver, Lança-granadas, Sniper",44,97,144,2,0,1,Suspeito
192.168.159.68,"Lança-granadas, Pistola, GranadaFrag, Explosivo",70,314,22,55,0,0,Legítimo
192.168.199.107,"Faca, GranadaFumo, GranadaFrag, Espingarda",87,199,71,51,0,1,Suspeito
192.168.246.145,"Silenciador, Drone, Torreta, Pistola",54,363,75,17,0,0,Legítimo
192.168.135.84,"Pistola, Lança-granadas, GranadaInc, Drone",52,98,44,30,0,1,Legítimo
192.168.132.13,"Mira, Sniper, Capacete, Silenciador",45,71,145,21,0,1,Suspeito
192.168.143.125,"Fuzil, Mira, Silenciador, Capacete",97,186,134,12,0,0,Suspeito
192.168.233.99,"Capacete, Pistola, Submetralhadora, Mira",42,77,142,82,0,0,Suspeito
192.168.221.14,"MedKit, Metralhadora, Explosivo, Faca",73,287,20,95,0,1,Suspeito
192.168.147.178,"Explosivo, Silenciador, Faca, Espingarda",82,167,75,83,0,1,Suspeito
192.168.125.117,"Silenciador, Colete, Drone, Pistola",84,284,114,76,0,1,Suspeito
192.168.172.76,"Fuzil, Drone, Revólver, Colete",99,225,95,92,0,1,Suspeito
192.168.164.24,"Mira, GranadaFrag, Silenciador, Lança-granadas",92,171,126,64,0,0,Suspeito
192.168.125.6,"Explosivo, Revólver, GranadaInc, Faca",62,74,69,87,0,1,Suspeito
192.168.101.18,"Torreta, Espingarda, Lança-granadas, Sniper",97,374,24,32,0,1,Suspeito
192.168.91.234,"Submetralhadora, Mira, Colete, Fuzil",88,85,42,77,0,0,Suspeito
192.168.32.151,"Fuzil, Silenciador, GranadaInc, Torreta",44,308,89,4,0,0,Legítimo
192.168.25.227,"MedKit, Pistola, GranadaInc, Submetralhadora",44,73,115,39,0,0,Legítimo
192.168.56.206,"Torreta, Drone, Submetralhadora, Metralhadora",40,115,126,35,0,1,Suspeito
192.168.172.160,"GranadaFrag, Capacete, Sniper, Espingarda",82,56,110,10,0,0,Suspeito
192.168.178.82,"GranadaInc, Colete, Metralhadora, Torreta",91,202,115,79,0,0,Suspeito
192.168.1.133,"Drone, Fuzil, GranadaInc, Submetralhadora",80,138,98,31,0,0,Legítimo
192.168.9.197,"Explosivo, Sniper, Pistola, Faca",83,95,100,55,0,1,Suspeito
192.168.229.106,"Torreta, Espingarda, Colete, Submetralhadora",64,134,132,62,1,1,Suspeito
192.168.153.44,"GranadaInc, GranadaFrag, Torreta, Colete",49,207,60,70,0,0,Legítimo
192.168.165.97,"Faca, MedKit, GranadaFumo, Metralhadora",88,210,108,93,0,0,Suspeito
192.168.133.116,"Torreta, Sniper, MedKit, Capacete",72,349,37,63,0,1,Legítimo
192.168.170.23,"Sniper, Drone, Revólver, Metralhadora",80,68,105,71,0,1,Suspeito
192.168.190.173,"Explosivo, Colete, Faca, Fuzil",97,294,60,47,0,1,Legítimo
192.168.31.222,"Colete, Mira, Lança-granadas, Torreta",70,233,110,97,0,0,Legítimo
192.168.13.116,"Espingarda, Explosivo, Sniper, Pistola",56,386,136,7,0,0,Legítimo
192.168.227.209,"Sniper, Espingarda, GranadaFumo, Fuzil",97,165,90,85,0,1,Suspeito
192.168.242.243,"GranadaInc, Mira, Torreta, Silenciador",99,338,134,46,0,1,Suspeito
192.168.18.179,"Fuzil, GranadaInc, Submetralhadora, Pistola",86,356,74,29,0,0,Legítimo
192.168.50.206,"GranadaFrag, Explosivo, MedKit, Submetralhadora",79,165,84,38,0,1,Legítimo
192.168.68.37,"Silenciador, Espingarda, Fuzil, Colete",71,84,70,71,0,1,Suspeito
192.168.177.226,"Explosivo, Silenciador, Metralhadora, Capacete",85,140,103,20,0,0,Suspeito
192.168.113.97,"Mira, Lança-granadas, Submetralhadora, Espingarda",83,302,92,96,0,0,Legítimo
192.168.229.47,"Pistola, Sniper, Metralhadora, Mira",84,390,31,83,0,1,Suspeito
192.168.220.16,"Submetralhadora, Silenciador, GranadaFumo, Revólver",48,242,104,95,0,1,Suspeito
192.168.250.205,"Faca, Fuzil, Metralhadora, GranadaInc",80,157,143,23,0,1,Suspeito
192.168.248.114,"Sniper, Pistola, Submetralhadora, Capacete",70,305,128,91,1,1,Suspeito
192.168.125.96,"Torreta, Fuzil, Drone, MedKit",57,276,43,40,0,0,Legítimo
192.168.85.81,"GranadaFumo, MedKit, Faca, GranadaInc",45,177,102,47,0,0,Legítimo
192.168.185.1,"Drone, GranadaFumo, GranadaFrag, Espingarda",47,199,95,21,0,1,Legítimo
192.168.121.90,"Lança-granadas, Silenciador, MedKit, Mira",59,175,150,87,0,0,Suspeito
192.168.206.132,"Fuzil, Revólver, Pistola, Espingarda",49,130,143,96,0,1,Suspeito
192.168.65.49,"GranadaInc, Sniper, Torreta, Lança-granadas",54,113,92,78,0,1,Suspeito
192.168.96.34,"Silenciador, Submetralhadora, GranadaFumo, Fuzil",62,108,23,29,0,1,Suspeito
192.168.3.196,"Fuzil, Sniper, Colete, Explosivo",58,112,22,51,0,0,Legítimo
192.168.60.134,"Sniper, MedKit, Mira, Lança-granadas",78,353,98,39,0,0,Legítimo
192.168.80.79,"GranadaInc, Drone, Capacete, Colete",55,146,85,55,0,1,Legítimo
192.168.118.198,"Metralhadora, Submetralhadora, Mira, MedKit",70,225,141,93,0,0,Legítimo
192.168.148.144,"Lança-granadas, GranadaFrag, Espingarda, Revólver",98,233,34,47,0,0,Legítimo
192.168.250.81,"Mira, Metralhadora, MedKit, Submetralhadora",96,281,144,88,0,1,Suspeito
192.168.235.194,"Metralhadora, Capacete, Mira, Lança-granadas",96,124,146,97,0,0,Suspeito
192.168.210.66,"Mira, Explosivo, Lança-granadas, Metralhadora",68,223,70,37,0,0,Legítimo
192.168.67.224,"Torreta, Silenciador, Colete, Submetralhadora",93,256,34,23,0,1,Suspeito
192.168.226.165,"Sniper, Colete, Espingarda, Pistola",61,263,94,20,0,1,Legítimo
192.168.246.219,"Fuzil, Silenciador, GranadaFumo, Lança-granadas",53,157,92,8,0,1,Legítimo
192.168.47.217,"Mira, Drone, Explosivo, Pistola",94,183,43,12,0,0,Legítimo
192.168.163.116,"Espingarda, Pistola, Drone, Fuzil",63,344,49,79,0,1,Legítimo
192.168.239.84,"Pistola, Submetralhadora, Capacete, Lança-granadas",94,147,36,76,0,0,Suspeito
192.168.55.145,"MedKit, Sniper, Drone, Lança-granadas",64,80,40,99,0,1,Suspeito
192.168.14.14,"Submetralhadora, Explosivo, Revólver, Pistola",44,378,138,31,0,0,Legítimo
192.168.223.34,"Silenciador, Submetralhadora, Pistola, Metralhadora",76,255,111,4,0,1,Legítimo
192.168.238.11,"Submetralhadora, Revólver, GranadaFrag, Fuzil",94,152,83,86,0,1,Suspeito
192.168.168.91,"Mira, Revólver, Submetralhadora, GranadaInc",72,101,79,94,0,1,Suspeito
192.168.226.197,"Colete, Pistola, Metralhadora, Mira",52,285,122,30,0,0,Legítimo
192.168.182.64,"GranadaFumo, Silenciador, Explosivo, GranadaFrag",47,301,54,62,0,0,Legítimo
192.168.4.213,"Colete, Lança-granadas, Torreta, Metralhadora",92,295,91,98,0,0,Legítimo
192.168.88.124,"Espingarda, Faca, Fuzil, Silenciador",71,185,59,91,1,1,Suspeito
192.168.86.254,"Silenciador, Explosivo, Espingarda, Drone",58,316,129,66,0,1,Legítimo
192.168.172.242,"Metralhadora, GranadaFumo, Revólver, Sniper",77,98,24,87,0,0,Suspeito
192.168.178.32,"Espingarda, GranadaFrag, Colete, Sniper",50,395,126,11,0,0,Legítimo
192.168.127.125,"Torreta, Capacete, Lança-granadas, GranadaInc",65,332,150,95,0,1,Suspeito
192.168.48.158,"Pistola, GranadaInc, Fuzil, Silenciador",69,224,116,71,0,0,Legítimo
192.168.105.18,"Explosivo, Colete, GranadaFumo, Sniper",51,374,58,88,0,0,Legítimo
192.168.167.23,"Fuzil, GranadaFrag, Lança-granadas, Sniper",86,102,73,26,0,1,Suspeito
192.168.175.179,"Metralhadora, Colete, GranadaFumo, Sniper",83,245,148,17,0,0,Legítimo
192.168.23.238,"Silenciador, Espingarda, Sniper, Drone",40,227,37,27,0,1,Legítimo
192.168.10.86,"Lança-granadas, GranadaFrag, Drone, MedKit",100,130,37,34,0,0,Suspeito
192.168.38.250,"GranadaFumo, Capacete, Mira, Faca",58,207,120,27,0,1,Legítimo
192.168.77.209,"Lança-granadas, GranadaFumo, Faca, Silenciador",59,97,134,72,0,1,Suspeito
192.168.69.45,"Revólver, Capacete, Metralhadora, Lança-granadas",72,52,88,21,0,1,Legítimo
192.168.89.117,"Colete, Revólver, Torreta, Explosivo",81,204,75,93,0,0,Legítimo
192.168.207.124,"Revólver, Faca, Explosivo, Fuzil",99,321,101,62,0,1,Suspeito
192.168.83.102,"Colete, Torreta, Pistola, Silenciador",48,127,66,49,0,1,Legítimo
192.168.3.255,"Metralhadora, GranadaInc, Drone, Revólver",54,63,94,80,0,0,Legítimo
192.168.50.10,"Lança-granadas, Pistola, GranadaFrag, Sniper",69,393,123,55,0,0,Legítimo
192.168.140.105,"Revólver, GranadaFumo, Sniper, Faca",54,303,85,25,0,0,Legítimo
192.168.167.158,"Mira, Capacete, Revólver, Faca",91,197,141,35,1,0,Suspeito
192.168.235.195,"Capacete, Espingarda, GranadaInc, Explosivo",54,192,28,69,1,1,Suspeito
192.168.165.228,"Metralhadora, Mira, Sniper, GranadaInc",65,108,101,76,0,0,Suspeito
192.168.210.195,"GranadaInc, Fuzil, Submetralhadora, Revólver",95,340,117,10,0,0,Legítimo
192.168.70.205,"Fuzil, GranadaFrag, Drone, Pistola",93,87,142,66,0,1,Suspeito
192.168.2.15,"Lança-granadas, Colete, Espingarda, Explosivo",86,396,136,67,0,1,Suspeito
192.168.133.43,"GranadaFumo, Revólver, Colete, Torreta",47,222,102,51,0,0,Legítimo
192.168.206.53,"Fuzil, GranadaInc, Colete, Sniper",74,388,98,29,0,0,Legítimo
192.168.72.10,"Sniper, Explosivo, Faca, Espingarda",41,159,93,47,0,1,Legítimo
192.168.242.3,"Faca, Metralhadora, Espingarda, Torreta",90,241,128,16,0,0,Legítimo
192.168.227.98,"Pistola, GranadaFrag, Colete, Faca",76,100,124,16,0,1,Suspeito
192.168.142.202,"Espingarda, Silenciador, Faca, Sniper",54,118,113,84,0,1,Suspeito
192.168.139.235,"Torreta, Espingarda, Capacete, Silenciador",98,313,83,8,0,1,Legítimo
192.168.225.191,"Metralhadora, GranadaInc, Sniper, Capacete",88,334,69,61,0,1,Legítimo
192.168.49.228,"Drone, Fuzil, Capacete, GranadaFrag",45,117,96,62,0,0,Legítimo
192.168.83.100,"Torreta, GranadaInc, Explosivo, Lança-granadas",56,184,41,48,0,0,Legítimo
192.168.58.37,"Faca, Mira, Revólver, Explosivo",100,260,26,21,1,0,Suspeito
192.168.93.157,"Faca, Explosivo, Submetralhadora, MedKit",76,152,88,53,1,1,Suspeito
192.168.129.74,"Torreta, Faca, Revólver, Sniper",40,259,65,13,0,0,Legítimo
192.168.254.25,"Colete, Submetralhadora, Faca, Drone",46,95,76,51,0,0,Legítimo
192.168.90.167,"Submetralhadora, GranadaFumo, Lança-granadas, Revólver",66,367,91,65,0,0,Legítimo
192.168.54.121,"Faca, Revólver, GranadaFumo, Colete",85,90,60,97,1,1,Suspeito
192.168.249.240,"Colete, Submetralhadora, Pistola, GranadaFrag",80,137,144,8,0,0,Legítimo
192.168.80.234,"GranadaFrag, Revólver, Pistola, GranadaFumo",89,98,54,6,0,0,Legítimo
192.168.71.168,"Pistola, MedKit, Sniper, Lança-granadas",61,279,42,90,0,1,Legítimo
192.168.202.171,"Torreta, Fuzil, MedKit, Revólver",97,347,62,37,0,1,Legítimo
192.168.126.54,"Submetralhadora, Fuzil, Capacete, Torreta",46,74,60,5,0,0,Legítimo
192.168.4.161,"Torreta, Mira, Revólver, GranadaFrag",83,200,23,81,0,0,Suspeito
192.168.161.70,"Colete, Metralhadora, Revólver, Faca",68,329,107,63,0,1,Legítimo
192.168.33.204,"GranadaInc, Faca, Espingarda, Silenciador",79,377,69,26,0,0,Legítimo
192.168.238.255,"Metralhadora, GranadaInc, Drone, MedKit",81,243,32,5,0,0,Legítimo
192.168.197.211,"GranadaFumo, Fuzil, Drone, Sniper",85,385,48,26,1,1,Suspeito
192.168.66.145,"Torreta, Lança-granadas, Silenciador, Drone",41,148,108,82,1,1,Suspeito
192.168.5.110,"Metralhadora, Explosivo, Sniper, Lança-granadas",71,104,66,62,0,0,Legítimo
192.168.67.157,"Pistola, Lança-granadas, GranadaInc, Colete",52,289,79,34,0,1,Legítimo
192.168.162.181,"GranadaFrag, Sniper, Faca, Fuzil",62,164,141,55,0,0,Legítimo
192.168.205.135,"GranadaInc, GranadaFumo, Capacete, Pistola",75,85,117,68,0,1,Suspeito
192.168.106.129,"Torreta, GranadaInc, Revólver, GranadaFumo",63,153,115,62,0,1,Suspeito
192.168.212.108,"Metralhadora, Submetralhadora, Mira, MedKit",48,68,22,86,0,1,Suspeito
192.168.96.165,"Submetralhadora, Revólver, GranadaFrag, Mira",64,131,56,60,0,1,Legítimo
192.168.208.210,"Drone, GranadaFumo, Torreta, MedKit",76,159,90,0,0,1,Legítimo
192.168.107.30,"Faca, GranadaInc, Capacete, Mira",89,93,126,17,0,1,Suspeito
192.168.111.166,"Submetralhadora, Fuzil, Espingarda, Sniper",69,166,98,30,0,0,Legítimo
192.168.81.133,"MedKit, Sniper, Espingarda, Metralhadora",41,181,56,70,0,0,Legítimo
192.168.193.112,"Metralhadora, Espingarda, GranadaInc, Sniper",78,267,36,13,0,1,Legítimo
192.168.7.38,"Lança-granadas, Espingarda, Mira, Faca",83,50,66,64,0,0,Legítimo
192.168.28.34,"Colete, Sniper, Lança-granadas, Drone",75,50,61,35,0,1,Legítimo
192.168.231.177,"Faca, GranadaFrag, Drone, Fuzil",73,106,20,1,0,1,Suspeito
192.168.233.194,"Mira, MedKit, Espingarda, Pistola",42,151,78,66,0,1,Legítimo
192.168.146.150,"Submetralhadora, GranadaFumo, Espingarda, Colete",63,102,92,99,0,0,Legítimo
192.168.233.24,"Revólver, Drone, Fuzil, Lança-granadas",46,224,71,86,0,1,Legítimo
192.168.246.237,"GranadaFumo, Submetralhadora, Sniper, Colete",93,338,102,98,0,0,Suspeito
192.168.17.127,"MedKit, Lança-granadas, Revólver, Submetralhadora",69,68,81,97,0,0,Legítimo
192.168.114.227,"Espingarda, Fuzil, Revólver, Pistola",97,283,116,82,0,1,Suspeito
192.168.87.47,"Capacete, Torreta, GranadaInc, Lança-granadas",56,84,40,69,0,1,Legítimo
192.168.220.193,"Explosivo, GranadaFrag, Colete, GranadaFumo",40,225,117,88,0,0,Legítimo
192.168.1.159,"GranadaFumo, Pistola, GranadaFrag, Metralhadora",74,62,47,93,0,1,Suspeito
192.168.116.111,"Torreta, Drone, Faca, GranadaInc",52,180,31,58,0,0,Legítimo
192.168.87.92,"Fuzil, GranadaFumo, Lança-granadas, Submetralhadora",55,139,100,11,0,1,Legítimo
192.168.135.38,"Espingarda, Submetralhadora, Torreta, Explosivo",88,202,61,17,0,0,Legítimo
192.168.240.24,"Silenciador, Pistola, Drone, Sniper",65,381,102,32,0,0,Legítimo
192.168.242.26,"Revólver, Faca, Espingarda, Drone",67,162,116,3,0,1,Suspeito
192.168.45.181,"MedKit, Faca, Espingarda, Fuzil",89,233,34,4,0,1,Suspeito
192.168.6.184,"GranadaFumo, Espingarda, Drone, MedKit",47,271,131,83,0,1,Suspeito
192.168.161.147,"GranadaInc, Fuzil, Drone, Lança-granadas",45,76,63,55,0,0,Legítimo
192.168.176.161,"Lança-granadas, Colete, Torreta, Revólver",91,397,66,34,0,1,Legítimo
192.168.179.27,"Torreta, GranadaFumo, Mira, Fuzil",88,211,128,89,0,1,Suspeito
192.168.77.133,"Torreta, Mira, Silenciador, Metralhadora",92,145,140,36,0,1,Suspeito
192.168.243.103,"Colete, Silenciador, Pistola, GranadaFumo",54,137,79,26,0,1,Legítimo
192.168.59.201,"Revólver, Metralhadora, Explosivo, Capacete",73,175,114,89,0,0,Suspeito
192.168.246.56,"MedKit, Faca, Submetralhadora, Metralhadora",55,253,107,21,0,0,Legítimo
192.168.109.112,"MedKit, Silenciador, Lança-granadas, Pistola",61,115,102,80,0,0,Suspeito
192.168.58.69,"Sniper, Faca, GranadaFrag, Fuzil",93,386,95,54,0,1,Legítimo
192.168.169.142,"Espingarda, Submetralhadora, GranadaFumo, Capacete",91,379,139,86,0,1,Suspeito
192.168.203.91,"Metralhadora, GranadaFumo, Faca, GranadaInc",59,57,148,82,0,1,Suspeito
192.168.45.151,"Drone, Mira, Colete, GranadaInc",83,190,51,16,0,0,Legítimo
192.168.241.121,"Drone, Pistola, Lança-granadas, GranadaFrag",80,370,58,55,0,1,Legítimo
192.168.248.61,"Silenciador, Pistola, Fuzil, Espingarda",58,120,83,37,0,1,Legítimo
192.168.236.52,"Metralhadora, Pistola, GranadaInc, Lança-granadas",60,262,140,19,1,1,Suspeito
192.168.115.152,"Lança-granadas, GranadaFumo, Sniper, Capacete",41,295,58,71,1,1,Suspeito
192.168.253.241,"Colete, Capacete, GranadaInc, Revólver",89,303,55,27,0,1,Legítimo
192.168.155.116,"GranadaFumo, Explosivo, Torreta, Mira",76,162,40,24,0,0,Legítimo
192.168.54.223,"Fuzil, GranadaFrag, Faca, Submetralhadora",40,301,101,13,0,0,Legítimo
192.168.137.100,"Mira, Submetralhadora, Sniper, MedKit",86,114,117,0,0,1,Suspeito
192.168.110.206,"Silenciador, Lança-granadas, GranadaFrag, Metralhadora",43,269,32,88,0,1,Suspeito
192.168.217.170,"Metralhadora, Explosivo, Submetralhadora, Capacete",76,267,112,87,0,0,Legítimo
192.168.209.112,"Silenciador, Lança-granadas, Mira, Pistola",82,367,62,41,0,1,Legítimo
192.168.2.121,"Lança-granadas, GranadaFrag, Capacete, Sniper",40,83,83,9,0,0,Legítimo
192.168.198.205,"Silenciador, Pistola, Explosivo, Sniper",87,327,146,14,0,1,Suspeito
192.168.23.103,"Revólver, GranadaFumo, Metralhadora, GranadaInc",97,314,46,88,0,1,Suspeito
192.168.84.141,"Espingarda, Faca, Sniper, Silenciador",85,224,138,56,0,0,Legítimo
192.168.181.63,"Sniper, Lança-granadas, Submetralhadora, Torreta",88,252,126,96,0,1,Suspeito
192.168.55.35,"Submetralhadora, Capacete, Drone, MedKit",72,89,32,74,0,0,Suspeito
192.168.63.68,"GranadaFrag, Revólver, Explosivo, MedKit",46,114,65,76,0,0,Legítimo
192.168.71.126,"Submetralhadora, Faca, Revólver, GranadaFumo",90,380,65,49,0,0,Legítimo
192.168.64.92,"Sniper, Submetralhadora, Fuzil, GranadaFumo",45,328,28,66,0,1,Legítimo
192.168.113.176,"MedKit, Torreta, Sniper, Capacete",85,192,115,32,0,0,Suspeito
192.168.90.51,"Silenciador, GranadaFumo, Mira, Torreta",78,218,43,64,0,1,Legítimo
192.168.85.32,"Metralhadora, Fuzil, Drone, Silenciador",85,309,107,84,0,1,Suspeito
192.168.192.151,"GranadaFumo, Fuzil, Colete, Metralhadora",61,221,26,80,0,1,Suspeito
192.168.116.10,"Drone, Silenciador, MedKit, Metralhadora",48,382,48,89,0,0,Legítimo
192.168.249.37,"Metralhadora, Faca, Mira, Lança-granadas",66,114,102,44,0,0,Legítimo
192.168.210.136,"Espingarda, Submetralhadora, Faca, Explosivo",78,278,33,20,0,0,Legítimo
192.168.140.209,"Lança-granadas, Silenciador, Sniper, MedKit",59,81,54,36,0,1,Legítimo
192.168.114.113,"GranadaInc, Colete, Lança-granadas, GranadaFrag",70,92,76,90,0,1,Suspeito
192.168.183.214,"Capacete, Espingarda, Silenciador, Submetralhadora",49,145,30,62,0,1,Suspeito
192.168.178.106,"Drone, MedKit, Submetralhadora, GranadaFumo",61,113,120,58,0,1,Suspeito
192.168.10.102,"Capacete, Explosivo, GranadaFrag, Sniper",57,380,138,12,0,1,Legítimo
192.168.70.78,"Explosivo, GranadaFumo, Fuzil, Sniper",83,226,134,38,0,1,Suspeito
192.168.255.68,"Silenciador, Torreta, Capacete, Colete",88,95,126,50,0,1,Suspeito
192.168.108.125,"Mira, Silenciador, GranadaFrag, Pistola",85,87,55,22,0,1,Suspeito
192.168.30.230,"Explosivo, Espingarda, Colete, Revólver",87,367,42,97,0,0,Legítimo
192.168.93.140,"GranadaFumo, MedKit, Pistola, Mira",60,341,48,29,0,1,Legítimo
192.168.54.128,"Sniper, Capacete, GranadaFumo, Faca",85,386,94,66,0,1,Legítimo
192.168.9.88,"Mira, Silenciador, GranadaFumo, GranadaFrag",86,113,96,87,0,0,Suspeito
192.168.10.166,"Submetralhadora, Capacete, Explosivo, Lança-granadas",72,213,136,43,0,1,Legítimo
192.168.173.200,"Lança-granadas, Espingarda, Sniper, MedKit",62,348,97,91,0,1,Legítimo
192.168.56.255,"Mira, Fuzil, GranadaFumo, Capacete",46,155,128,64,0,0,Legítimo
192.168.218.90,"Explosivo, MedKit, Fuzil, GranadaInc",52,263,83,27,0,1,Legítimo
192.168.201.77,"GranadaFumo, Colete, GranadaInc, Capacete",94,119,72,48,0,1,Suspeito
192.168.93.32,"MedKit, GranadaFumo, Capacete, Espingarda",86,285,113,62,0,0,Legítimo
192.168.180.193,"Espingarda, Colete, Capacete, Metralhadora",78,234,50,58,0,1,Legítimo
192.168.18.166,"Torreta, Faca, Lança-granadas, Pistola",58,390,134,46,0,0,Legítimo
192.168.141.155,"Submetralhadora, Colete, Faca, Explosivo",79,145,51,5,0,1,Legítimo
192.168.202.125,"Espingarda, Revólver, Faca, MedKit",67,231,74,23,0,1,Legítimo
192.168.160.52,"Colete, Metralhadora, Fuzil, Submetralhadora",68,200,149,72,0,1,Suspeito
192.168.200.78,"Explosivo, Mira, Metralhadora, Capacete",48,192,25,13,0,1,Suspeito
192.168.32.50,"Mira, MedKit, Fuzil, Faca",82,316,148,77,0,0,Suspeito
192.168.103.35,"Espingarda, Mira, GranadaFumo, Explosivo",78,317,58,42,0,1,Legítimo
192.168.135.32,"Fuzil, GranadaInc, Lança-granadas, Colete",89,316,63,13,0,1,Legítimo
192.168.119.197,"Pistola, Fuzil, MedKit, GranadaInc",54,370,118,34,0,1,Legítimo
192.168.222.76,"Mira, Lança-granadas, Revólver, Torreta",100,377,125,31,0,0,Legítimo
192.168.138.147,"Espingarda, GranadaFumo, Revólver, Mira",54,197,108,60,0,0,Legítimo
192.168.123.203,"Capacete, Drone, Colete, GranadaInc",96,283,38,13,0,1,Suspeito
192.168.47.162,"Submetralhadora, Silenciador, Colete, GranadaFrag",64,212,101,49,0,1,Legítimo
192.168.129.184,"GranadaInc, Metralhadora, Capacete, Explosivo",79,318,57,21,1,1,Legítimo
192.168.7.249,"Espingarda, Revólver, Faca, Colete",68,270,28,3,0,1,Legítimo
192.168.232.127,"Colete, Lança-granadas, Submetralhadora, MedKit",57,196,63,27,0,1,Legítimo
192.168.85.145,"Pistola, Drone, GranadaFumo, GranadaFrag",41,387,113,56,0,1,Legítimo
192.168.53.53,"Espingarda, Drone, Revólver, Explosivo",74,313,92,78,0,1,Legítimo
192.168.108.30,"Faca, Pistola, GranadaInc, GranadaFrag",47,213,150,59,0,0,Legítimo
192.168.189.30,"Capacete, GranadaInc, MedKit, Torreta",92,195,58,96,0,0,Suspeito
192.168.6.235,"Sniper, Torreta, Silenciador, Mira",51,340,36,24,0,0,Legítimo
192.168.118.17,"Lança-granadas, Submetralhadora, Drone, GranadaInc",92,131,109,99,0,1,Suspeito
192.168.105.21,"Espingarda, MedKit, Faca, Torreta",41,137,125,23,0,0,Legítimo
192.168.32.115,"Silenciador, Espingarda, Sniper, GranadaInc",71,391,36,96,0,1,Suspeito
192.168.152.127,"Mira, GranadaFumo, Espingarda, Metralhadora",53,276,144,18,0,1,Legítimo
192.168.35.8,"Submetralhadora, Silenciador, Faca, Fuzil",83,76,111,66,0,0,Suspeito
192.168.175.128,"Colete, Faca, Espingarda, MedKit",79,345,81,100,0,0,Legítimo
192.168.29.248,"Lança-granadas, GranadaFrag, Pistola, GranadaFumo",58,204,107,50,0,1,Legítimo
192.168.46.4,"Fuzil, MedKit, Drone, Faca",66,67,29,4,0,1,Suspeito
192.168.50.101,"MedKit, Silenciador, GranadaFumo, Metralhadora",93,290,25,80,0,1,Suspeito
192.168.113.76,"Revólver, Pistola, MedKit, Sniper",67,55,104,37,0,1,Suspeito
192.168.90.101,"Submetralhadora, Faca, Torreta, Explosivo",83,81,71,37,0,1,Suspeito
192.168.130.70,"Faca, Sniper, Explosivo, GranadaInc",68,210,23,27,0,1,Legítimo
192.168.212.67,"Espingarda, Lança-granadas, Submetralhadora, GranadaFrag",58,224,38,71,0,1,Suspeito
192.168.83.88,"Mira, Submetralhadora, Pistola, Colete",40,301,48,54,0,1,Legítimo
192.168.2.187,"Submetralhadora, Metralhadora, Silenciador, Espingarda",83,65,61,68,0,1,Suspeito
192.168.70.58,"Colete, Explosivo, Silenciador, Pistola",58,347,73,99,0,1,Legítimo
192.168.97.212,"Lança-granadas, GranadaFrag, Drone, Explosivo",55,323,38,42,0,1,Legítimo
192.168.208.59,"Revólver, Drone, Pistola, Explosivo",57,244,109,92,0,1,Suspeito
192.168.145.39,"GranadaInc, Capacete, Lança-granadas, Submetralhadora",66,180,129,53,0,1,Suspeito
192.168.5.114,"GranadaFumo, Lança-granadas, Mira, Fuzil",87,230,25,96,0,1,Suspeito
192.168.91.222,"Revólver, GranadaFumo, Submetralhadora, Explosivo",83,69,78,59,0,1,Suspeito
192.168.233.4,"Drone, Mira, Revólver, Faca",87,119,86,81,0,1,Suspeito
192.168.250.102,"GranadaFumo, Revólver, Fuzil, MedKit",82,52,124,26,0,1,Suspeito
192.168.44.201,"MedKit, GranadaFrag, Capacete, Torreta",61,293,89,84,1,1,Suspeito
192.168.65.132,"Espingarda, Mira, Explosivo, Drone",58,239,129,66,0,0,Legítimo
192.168.211.248,"Capacete, Lança-granadas, Metralhadora, Drone",67,355,62,45,0,0,Legítimo
192.168.190.47,"GranadaFrag, Revólver, Capacete, Sniper",81,316,112,29,0,1,Suspeito
192.168.245.41,"Explosivo, GranadaFrag, Mira, Espingarda",83,340,60,21,0,1,Legítimo
192.168.184.121,"Torreta, Sniper, Pistola, Silenciador",66,99,126,24,0,1,Suspeito
192.168.106.71,"GranadaInc, Colete, Pistola, Lança-granadas",45,215,119,49,0,1,Legítimo
192.168.8.60,"MedKit, Pistola, Capacete, Lança-granadas",59,155,35,62,0,0,Legítimo
192.168.199.207,"Sniper, MedKit, Pistola, Espingarda",88,319,106,1,0,0,Legítimo
192.168.12.142,"Lança-granadas, Capacete, Pistola, Explosivo",57,400,61,30,0,1,Legítimo
192.168.90.249,"GranadaFrag, Metralhadora, GranadaFumo, Faca",45,159,56,8,0,0,Legítimo
192.168.247.182,"Faca, Explosivo, GranadaFumo, Pistola",45,393,112,68,0,0,Legítimo
192.168.172.183,"Drone, Metralhadora, Pistola, Explosivo",52,281,123,39,0,1,Legítimo
192.168.14.65,"Metralhadora, Submetralhadora, Drone, Fuzil",81,69,53,26,0,1,Suspeito
