IP,Inventario,Acuracia,TempoReacao,APM,TaxaHeadshots,JaFoiSuspeito,IPRepetido,SusInv,Classe
192.168.231.139,"Lança-granadas, Silenciador, Capacete, GranadaFrag",99,393,78,2,0,0,0,Legítimo
192.168.95.150,"Drone, GranadaFrag, Torreta, Capacete",64,268,86,13,0,1,0,Legítimo
192.168.162.56,"MedKit, Submetralhadora, Sniper, GranadaFumo",89,55,139,21,0,0,0,Suspeito
192.168.17.98,"Colete, Metralhadora, Silenciador, Torreta",60,109,38,71,0,0,0,Suspeito
192.168.174.154,"Drone, GranadaFumo, Capacete, Colete",77,58,22,11,0,0,0,Legítimo
192.168.142.195,"Revólver, Sniper, Lança-granadas, GranadaFumo",63,215,87,39,0,0,0,Legítimo
192.168.254.13,"Sniper, Drone, Silenciador, Fuzil",94,62,85,46,0,0,0,Legítimo
192.168.201.124,"GranadaInc, Colete, Silenciador, Pistola",94,211,112,50,0,1,0,Suspeito
192.168.95.124,"Silenciador, Sniper, Espingarda, Torreta",79,85,139,88,0,0,0,Suspeito
192.168.48.113,"Submetralhadora, Revólver, Capacete, Explosivo",92,228,71,15,0,0,0,Legítimo
192.168.181.201,"GranadaFumo, Silenciador, MedKit, Fuzil",76,385,99,99,0,0,0,Legítimo
192.168.112.92,"Capacete, GranadaFrag, Colete, Metralhadora",46,395,71,94,0,0,0,Legítimo
192.168.120.131,"GranadaFrag, Espingarda, Colete, Revólver",94,54,137,67,0,0,0,Suspeito
192.168.23.219,"Fuzil, Sniper, Drone, Metralhadora",40,114,132,28,0,0,0,Legítimo
192.168.28.144,"Capacete, MedKit, GranadaFrag, Explosivo",58,327,107,81,0,1,0,Suspeito
192.168.156.84,"Colete, Faca, Metralhadora, Fuzil",93,95,43,36,0,0,0,Legítimo
192.168.216.247,"Fuzil, Explosivo, Mira, Submetralhadora",93,57,48,83,0,0,0,Suspeito
192.168.66.63,"Metralhadora, Espingarda, Sniper, Mira",89,345,54,100,0,0,0,Legítimo
192.168.156.2,"Sniper, Fuzil, Explosivo, Mira",75,280,36,56,0,1,0,Legítimo
192.168.230.235,"Explosivo, Sniper, Capacete, Silenciador",96,247,85,24,0,0,0,Legítimo
192.168.52.62,"MedKit, Capacete, Pistola, Submetralhadora",71,394,106,27,0,0,0,Legítimo
192.168.44.81,"Submetralhadora, Silenciador, Faca, GranadaInc",95,74,78,59,0,0,1,Suspeito
192.168.135.38,"Fuzil, Silenciador, GranadaFrag, Revólver",69,294,104,61,0,0,0,Legítimo
192.168.218.37,"Torreta, MedKit, Mira, Submetralhadora",45,207,29,33,0,1,0,Legítimo
192.168.13.56,"Pistola, Revólver, Submetralhadora, Capacete",94,236,67,58,0,0,0,Legítimo
192.168.80.126,"Capacete, GranadaFrag, Sniper, Lança-granadas",65,280,89,80,0,1,0,Legítimo
192.168.143.189,"Revólver, Pistola, GranadaInc, MedKit",99,102,40,9,0,0,0,Legítimo
192.168.39.155,"Torreta, Sniper, Lança-granadas, Silenciador",47,126,138,41,0,0,0,Legítimo
192.168.182.223,"GranadaInc, Explosivo, Torreta, GranadaFumo",57,292,33,38,1,0,0,Legítimo
192.168.31.48,"GranadaFrag, Espingarda, GranadaFumo, Drone",71,329,49,58,0,0,0,Legítimo
192.168.184.57,"Silenciador, Faca, Torreta, Mira",54,339,53,51,0,0,0,Legítimo
192.168.126.117,"MedKit, Sniper, Drone, GranadaFumo",79,175,46,1,0,0,0,Legítimo
192.168.6.14,"Mira, Colete, GranadaFrag, Drone",47,218,87,61,0,0,0,Legítimo
192.168.71.5,"Lança-granadas, GranadaFrag, Revólver, Silenciador",74,81,24,57,0,0,0,Legítimo
192.168.225.198,"Fuzil, Explosivo, Sniper, Revólver",59,194,82,47,0,0,0,Legítimo
192.168.147.81,"Revólver, Lança-granadas, MedKit, Drone",75,110,112,21,1,0,0,Suspeito
192.168.162.9,"Metralhadora, Torreta, Mira, Faca",40,102,72,62,0,0,0,Legítimo
192.168.31.140,"GranadaInc, GranadaFrag, GranadaFumo, Colete",43,187,87,48,0,0,0,Legítimo
192.168.148.202,"Explosivo, Espingarda, Metralhadora, Mira",41,50,130,21,0,1,0,Suspeito
192.168.69.8,"Espingarda, Explosivo, Mira, Fuzil",40,52,129,97,0,0,0,Suspeito
192.168.114.182,"Espingarda, Lança-granadas, Sniper, Torreta",88,166,91,67,0,0,0,Legítimo
192.168.169.60,"Espingarda, GranadaFumo, Metralhadora, GranadaFrag",52,155,26,99,0,0,0,Suspeito
192.168.23.29,"Metralhadora, Revólver, Explosivo, Submetralhadora",54,305,23,84,0,0,0,Legítimo
192.168.173.94,"Sniper, Fuzil, GranadaFrag, Submetralhadora",97,359,50,96,0,0,0,Legítimo
192.168.224.48,"Metralhadora, Espingarda, Capacete, GranadaFumo",64,233,76,43,0,0,0,Legítimo
192.168.81.31,"Mira, Revólver, Fuzil, Pistola",59,141,122,4,0,0,0,Legítimo
192.168.105.70,"Espingarda, Torreta, Fuzil, GranadaFrag",59,232,74,88,0,0,0,Legítimo
192.168.180.145,"Mira, Drone, Revólver, Fuzil",73,219,150,29,0,0,0,Legítimo
192.168.149.118,"Torreta, GranadaFrag, Fuzil, Silenciador",50,292,105,68,0,0,0,Legítimo
192.168.1.115,"GranadaFumo, GranadaInc, MedKit, Silenciador",71,283,50,18,0,0,0,Legítimo
192.168.202.174,"Submetralhadora, Drone, Revólver, Mira",68,147,91,51,0,0,0,Legítimo
192.168.125.33,"Lança-granadas, Drone, Metralhadora, MedKit",44,393,141,27,0,0,0,Legítimo
192.168.103.155,"Drone, Explosivo, Lança-granadas, Mira",94,382,20,10,0,0,0,Legítimo
192.168.109.8,"Silenciador, MedKit, Mira, Revólver",95,294,24,77,1,0,0,Suspeito
192.168.120.251,"GranadaFumo, Metralhadora, Lança-granadas, Mira",69,82,61,56,0,1,0,Legítimo
192.168.19.33,"Pistola, Fuzil, MedKit, Faca",92,51,72,14,0,0,0,Legítimo
192.168.5.164,"Lança-granadas, Torreta, MedKit, Capacete",95,393,80,48,0,0,0,Legítimo
192.168.57.109,"GranadaFrag, Capacete, Drone, Mira",89,113,88,56,0,1,0,Suspeito
192.168.158.34,"Capacete, Fuzil, Lança-granadas, Silenciador",55,286,123,0,0,0,0,Legítimo
192.168.54.122,"Mira, Lança-granadas, Torreta, Metralhadora",42,259,26,79,0,1,0,Suspeito
192.168.254.150,"Colete, Silenciador, Faca, Pistola",71,285,65,80,0,0,0,Legítimo
192.168.216.69,"Espingarda, Fuzil, Metralhadora, GranadaInc",71,381,21,47,0,0,0,Legítimo
192.168.39.204,"Drone, Submetralhadora, Revólver, Metralhadora",70,92,95,93,0,0,0,Legítimo
192.168.180.192,"Espingarda, GranadaInc, Colete, Capacete",93,106,34,5,0,0,0,Suspeito
192.168.102.11,"Mira, Fuzil, Faca, Submetralhadora",61,284,27,37,0,0,0,Legítimo
192.168.14.184,"GranadaInc, Colete, Revólver, MedKit",91,60,69,64,0,0,0,Legítimo
192.168.97.238,"Silenciador, Pistola, Faca, Mira",98,56,58,93,0,0,0,Suspeito
192.168.43.100,"Sniper, GranadaInc, Torreta, Submetralhadora",92,222,31,18,1,0,0,Suspeito
192.168.32.194,"MedKit, Submetralhadora, Sniper, Espingarda",48,139,134,89,0,1,0,Suspeito
192.168.143.56,"Submetralhadora, Silenciador, Lança-granadas, Sniper",94,230,83,20,0,0,0,Legítimo
192.168.143.69,"Sniper, Torreta, GranadaFumo, Lança-granadas",75,284,26,55,0,0,0,Legítimo
192.168.186.127,"Colete, Pistola, MedKit, Mira",69,103,76,32,0,0,0,Legítimo
192.168.239.246,"Explosivo, MedKit, Mira, GranadaInc",86,54,64,46,1,0,0,Suspeito
192.168.226.182,"Metralhadora, Mira, Revólver, Submetralhadora",98,111,40,39,0,1,0,Suspeito
192.168.50.47,"Lança-granadas, Revólver, Mira, Torreta",53,125,49,18,0,0,0,Legítimo
192.168.50.61,"MedKit, Fuzil, Revólver, Mira",86,221,150,99,0,1,0,Suspeito
192.168.176.190,"Mira, Explosivo, Colete, Torreta",83,126,147,23,0,0,0,Suspeito
192.168.87.163,"Sniper, Metralhadora, Mira, Torreta",61,259,43,58,0,0,0,Legítimo
192.168.89.214,"Sniper, Espingarda, Silenciador, Fuzil",66,222,45,98,0,1,0,Legítimo
192.168.227.204,"GranadaInc, Drone, MedKit, Espingarda",51,151,93,36,0,0,0,Legítimo
192.168.16.253,"Capacete, Colete, MedKit, Pistola",52,300,66,87,0,0,1,Legítimo
192.168.208.42,"GranadaFumo, Fuzil, Capacete, Faca",82,376,136,32,0,0,0,Legítimo
192.168.248.78,"Silenciador, Capacete, GranadaFumo, GranadaFrag",58,148,77,89,0,0,0,Legítimo
192.168.236.143,"GranadaFrag, Pistola, Revólver, Sniper",80,180,32,47,0,1,0,Suspeito
192.168.168.246,"Fuzil, Pistola, GranadaFumo, Colete",47,305,146,6,0,0,0,Legítimo
192.168.117.212,"Metralhadora, GranadaFrag, GranadaFumo, Revólver",94,53,109,67,0,0,0,Suspeito
192.168.76.100,"Mira, GranadaFumo, Pistola, Espingarda",77,125,54,51,0,0,0,Legítimo
192.168.122.126,"Submetralhadora, Sniper, Mira, Pistola",85,92,143,31,0,0,0,Suspeito
192.168.51.86,"Mira, Explosivo, Capacete, Sniper",81,314,72,84,0,0,0,Legítimo
192.168.24.162,"Colete, Metralhadora, Lança-granadas, Submetralhadora",75,81,105,73,0,0,0,Suspeito
192.168.104.68,"GranadaFrag, Colete, Explosivo, Fuzil",86,107,33,57,0,0,0,Suspeito
192.168.189.121,"Capacete, Lança-granadas, Explosivo, MedKit",99,137,132,2,0,0,0,Suspeito
192.168.164.34,"Capacete, Faca, Espingarda, Explosivo",43,84,62,33,0,0,1,Legítimo
192.168.187.67,"Fuzil, Revólver, MedKit, Pistola",80,56,104,6,1,0,0,Suspeito
192.168.96.234,"Fuzil, GranadaFumo, Lança-granadas, MedKit",42,339,34,2,0,0,0,Legítimo
192.168.50.155,"Faca, Drone, GranadaFumo, Espingarda",42,315,52,49,0,1,0,Legítimo
192.168.118.152,"Explosivo, GranadaInc, Colete, Capacete",94,214,33,22,0,0,0,Legítimo
192.168.68.192,"Lança-granadas, Silenciador, Fuzil, GranadaInc",67,368,108,91,0,0,0,Legítimo
192.168.198.164,"Capacete, MedKit, Lança-granadas, Sniper",86,330,32,45,0,0,0,Legítimo
192.168.135.197,"Revólver, Lança-granadas, Espingarda, Metralhadora",79,343,88,75,0,0,0,Legítimo
192.168.207.231,"Drone, GranadaInc, GranadaFumo, Capacete",67,55,148,52,0,0,0,Legítimo
192.168.201.111,"Drone, Silenciador, Torreta, Metralhadora",67,205,114,85,0,0,0,Legítimo
192.168.35.166,"Fuzil, GranadaInc, Capacete, Explosivo",90,318,103,48,0,0,0,Legítimo
192.168.142.232,"Explosivo, GranadaFumo, Revólver, Pistola",48,213,95,31,1,0,0,Legítimo
192.168.191.99,"GranadaInc, Explosivo, GranadaFumo, Colete",71,371,129,55,0,0,0,Legítimo
192.168.243.217,"Sniper, Fuzil, Capacete, Submetralhadora",97,381,128,30,0,0,0,Legítimo
192.168.148.50,"Lança-granadas, Drone, Faca, Explosivo",87,77,39,26,0,0,0,Suspeito
192.168.173.249,"GranadaFrag, Lança-granadas, Silenciador, Faca",71,83,85,52,0,0,0,Legítimo
192.168.242.254,"Lança-granadas, Metralhadora, MedKit, Fuzil",81,317,135,26,0,0,0,Legítimo
192.168.118.239,"Drone, Espingarda, Explosivo, GranadaInc",97,117,26,39,0,0,1,Suspeito
192.168.215.185,"GranadaInc, Metralhadora, Mira, Espingarda",45,190,62,58,0,0,0,Legítimo
192.168.237.92,"Explosivo, Mira, Colete, Sniper",52,267,136,81,0,0,1,Suspeito
192.168.114.251,"Pistola, Fuzil, Explosivo, Drone",87,201,150,29,0,0,0,Legítimo
192.168.14.61,"Faca, Sniper, Torreta, Colete",49,107,39,96,0,0,0,Suspeito
192.168.183.188,"Colete, GranadaFumo, Drone, Metralhadora",70,191,34,100,0,0,0,Suspeito
192.168.113.100,"Lança-granadas, Pistola, GranadaInc, Fuzil",49,216,48,29,0,0,0,Legítimo
192.168.220.40,"Metralhadora, Faca, Sniper, Drone",48,146,113,36,1,0,0,Suspeito
192.168.85.100,"Silenciador, Colete, Capacete, Metralhadora",66,165,89,21,0,0,0,Legítimo
192.168.253.199,"Metralhadora, MedKit, Espingarda, Capacete",68,291,46,50,0,0,0,Legítimo
192.168.164.176,"GranadaFrag, Submetralhadora, Fuzil, Metralhadora",98,93,146,48,1,0,0,Suspeito
192.168.17.185,"Lança-granadas, GranadaFrag, Drone, Revólver",52,50,128,25,0,0,0,Legítimo
192.168.73.10,"Pistola, Faca, GranadaFumo, Silenciador",40,82,75,57,0,0,1,Legítimo
192.168.134.14,"Metralhadora, Mira, Explosivo, Submetralhadora",99,96,93,98,0,0,0,Suspeito
192.168.68.45,"MedKit, Silenciador, GranadaFumo, GranadaInc",41,143,34,99,0,0,0,Suspeito
192.168.111.119,"MedKit, Espingarda, Drone, Lança-granadas",68,289,91,30,0,0,0,Legítimo
192.168.132.33,"GranadaFumo, Fuzil, Metralhadora, Silenciador",66,145,80,85,0,0,0,Legítimo
192.168.50.137,"GranadaFrag, Explosivo, Revólver, Metralhadora",88,97,124,33,0,0,0,Suspeito
192.168.122.197,"Mira, Revólver, Capacete, MedKit",60,83,78,27,0,0,0,Legítimo
192.168.76.145,"Espingarda, Lança-granadas, Silenciador, Torreta",100,218,115,66,0,0,0,Legítimo
192.168.112.185,"Capacete, Mira, Faca, Silenciador",64,83,129,76,0,0,0,Suspeito
192.168.69.226,"Capacete, Lança-granadas, Sniper, Mira",83,279,107,2,0,0,0,Legítimo
192.168.241.105,"Metralhadora, Submetralhadora, Capacete, Explosivo",46,64,88,14,1,0,0,Legítimo
192.168.91.2,"Drone, GranadaFrag, Explosivo, GranadaInc",81,344,43,15,0,0,0,Legítimo
192.168.205.77,"Faca, Drone, GranadaInc, Espingarda",64,118,81,99,0,0,0,Legítimo
192.168.201.33,"Explosivo, Sniper, Pistola, Capacete",73,77,119,58,0,0,0,Legítimo
192.168.46.103,"Sniper, Pistola, GranadaFumo, GranadaFrag",79,59,96,62,0,1,0,Legítimo
192.168.108.125,"Capacete, Submetralhadora, Fuzil, Espingarda",45,238,20,31,0,0,0,Legítimo
192.168.43.64,"Metralhadora, Explosivo, Faca, GranadaFumo",67,227,22,16,0,0,0,Legítimo
192.168.134.167,"GranadaInc, Espingarda, Explosivo, Colete",58,94,66,19,1,1,0,Suspeito
192.168.24.112,"MedKit, Submetralhadora, Capacete, Silenciador",100,236,110,36,0,0,0,Legítimo
192.168.1.113,"Submetralhadora, Drone, Mira, Lança-granadas",90,213,86,30,0,0,0,Legítimo
192.168.38.149,"GranadaInc, MedKit, Pistola, GranadaFrag",62,171,99,18,0,0,0,Legítimo
192.168.89.138,"GranadaFrag, GranadaInc, Explosivo, Espingarda",43,59,135,34,0,0,0,Legítimo
192.168.52.226,"GranadaFrag, Lança-granadas, Capacete, GranadaInc",42,362,85,74,0,0,0,Legítimo
192.168.51.71,"Faca, Lança-granadas, Silenciador, Capacete",46,276,150,52,0,0,0,Legítimo
192.168.244.38,"Revólver, Mira, Espingarda, Torreta",96,304,35,49,0,0,0,Legítimo
192.168.74.206,"Lança-granadas, Silenciador, MedKit, Colete",98,136,52,53,0,0,0,Legítimo
192.168.221.119,"Revólver, GranadaFrag, Metralhadora, Lança-granadas",50,103,129,40,0,0,0,Legítimo
192.168.44.169,"Revólver, MedKit, Drone, Explosivo",71,207,26,14,0,0,0,Legítimo
192.168.224.198,"Lança-granadas, Espingarda, Mira, Sniper",61,277,52,66,0,0,0,Legítimo
192.168.196.160,"GranadaFrag, Colete, Mira, Faca",75,195,64,45,0,0,0,Legítimo
192.168.203.185,"Colete, Explosivo, Metralhadora, Torreta",50,106,139,50,0,0,0,Legítimo
192.168.170.86,"GranadaFrag, Drone, Espingarda, Torreta",80,363,77,100,0,1,0,Legítimo
192.168.83.116,"Silenciador, MedKit, Metralhadora, Fuzil",60,394,59,37,0,0,0,Legítimo
192.168.14.150,"Submetralhadora, MedKit, Pistola, Colete",92,83,92,58,0,0,0,Legítimo
192.168.159.227,"Submetralhadora, Fuzil, GranadaInc, GranadaFumo",70,399,50,68,0,0,0,Legítimo
192.168.189.221,"GranadaFumo, Explosivo, Faca, Lança-granadas",89,225,61,10,0,0,0,Legítimo
192.168.218.22,"Lança-granadas, Revólver, Faca, Metralhadora",92,303,137,71,0,1,0,Suspeito
192.168.188.88,"Espingarda, Explosivo, Mira, Revólver",77,123,118,81,0,1,0,Suspeito
192.168.211.75,"Sniper, Metralhadora, Torreta, GranadaFumo",79,59,125,8,0,1,0,Suspeito
192.168.57.128,"Colete, Lança-granadas, GranadaInc, GranadaFrag",66,315,145,47,1,0,0,Legítimo
192.168.13.231,"GranadaInc, MedKit, Faca, Colete",54,168,93,57,0,0,0,Legítimo
192.168.220.223,"Explosivo, Drone, Espingarda, Capacete",78,276,144,8,0,0,1,Legítimo
192.168.161.69,"Drone, Colete, Mira, Lança-granadas",59,138,111,63,0,0,0,Legítimo
192.168.106.104,"GranadaInc, Sniper, Espingarda, Revólver",63,330,118,51,0,0,0,Legítimo
192.168.16.246,"Pistola, Faca, Submetralhadora, Metralhadora",55,355,48,67,0,0,0,Legítimo
192.168.252.39,"Silenciador, Revólver, GranadaInc, GranadaFrag",76,198,101,84,0,0,0,Suspeito
192.168.35.208,"Capacete, Espingarda, Explosivo, Submetralhadora",100,192,94,23,0,0,1,Suspeito
192.168.55.104,"Submetralhadora, Metralhadora, Colete, Sniper",47,311,23,32,1,0,0,Legítimo
192.168.28.114,"Fuzil, Revólver, Drone, Espingarda",94,74,59,2,0,0,0,Legítimo
192.168.103.180,"Submetralhadora, Capacete, Espingarda, Torreta",96,399,78,30,0,0,0,Legítimo
192.168.3.222,"Faca, Revólver, Torreta, Drone",90,266,139,19,0,1,0,Suspeito
192.168.254.218,"Sniper, Submetralhadora, Revólver, Colete",100,208,112,13,0,0,0,Legítimo
192.168.39.232,"MedKit, Explosivo, Espingarda, Drone",90,372,56,86,0,0,1,Suspeito
192.168.240.45,"Silenciador, Submetralhadora, Lança-granadas, Metralhadora",64,122,24,15,0,0,0,Legítimo
192.168.160.166,"Submetralhadora, Espingarda, GranadaInc, Metralhadora",64,329,51,92,0,0,0,Legítimo
192.168.144.233,"Drone, Fuzil, Mira, GranadaFumo",93,310,30,49,0,0,0,Legítimo
192.168.127.19,"Submetralhadora, Drone, GranadaFrag, GranadaInc",64,174,98,84,0,0,0,Legítimo
192.168.120.71,"MedKit, Revólver, Espingarda, GranadaInc",85,124,46,16,0,0,0,Legítimo
192.168.38.85,"Revólver, Lança-granadas, Torreta, Pistola",100,178,135,79,0,1,0,Suspeito
192.168.136.70,"Explosivo, Silenciador, Lança-granadas, Metralhadora",80,84,21,82,1,1,0,Suspeito
192.168.177.232,"Torreta, Faca, Metralhadora, Submetralhadora",49,82,96,94,0,1,0,Suspeito
192.168.218.121,"Lança-granadas, Torreta, GranadaInc, Drone",52,288,37,75,0,0,0,Legítimo
192.168.199.142,"Fuzil, Colete, Faca, Explosivo",82,385,68,7,0,1,0,Legítimo
192.168.242.120,"Metralhadora, MedKit, Fuzil, Lança-granadas",85,250,89,25,0,0,0,Legítimo
192.168.171.10,"Sniper, Fuzil, Pistola, Metralhadora",42,75,57,45,0,0,0,Legítimo
192.168.181.35,"GranadaFumo, Lança-granadas, Drone, Colete",85,158,136,82,0,0,0,Suspeito
192.168.48.170,"Drone, Sniper, Colete, Pistola",79,259,126,6,0,1,0,Legítimo
192.168.210.97,"Metralhadora, Sniper, GranadaFumo, Espingarda",70,127,150,11,0,0,0,Legítimo
192.168.184.197,"Mira, Torreta, Lança-granadas, Colete",77,313,29,45,0,0,0,Legítimo
192.168.156.45,"MedKit, Torreta, Espingarda, Submetralhadora",53,285,34,26,0,1,0,Legítimo
192.168.119.62,"Mira, Sniper, Metralhadora, Fuzil",86,73,109,72,0,0,0,Suspeito
192.168.51.80,"GranadaInc, Capacete, Lança-granadas, Metralhadora",75,325,57,14,0,0,0,Legítimo
192.168.95.75,"Lança-granadas, Drone, Fuzil, Metralhadora",70,193,90,81,0,0,0,Legítimo
192.168.126.18,"Drone, MedKit, GranadaFrag, Sniper",63,252,36,69,1,0,0,Legítimo
192.168.226.147,"Colete, Revólver, GranadaFrag, Espingarda",72,79,122,67,0,0,0,Legítimo
192.168.32.37,"MedKit, Metralhadora, Revólver, Pistola",92,157,62,23,0,0,0,Legítimo
192.168.234.138,"Torreta, Drone, GranadaFrag, Explosivo",82,360,98,50,0,0,0,Legítimo
192.168.128.205,"Faca, Torreta, Metralhadora, GranadaFrag",42,50,51,29,0,0,0,Legítimo
192.168.112.155,"Submetralhadora, Lança-granadas, GranadaFrag, Espingarda",57,395,148,1,0,0,0,Legítimo
192.168.118.80,"Explosivo, Pistola, GranadaInc, Espingarda",54,108,118,26,0,0,0,Legítimo
192.168.197.180,"Espingarda, Fuzil, Lança-granadas, GranadaFrag",92,124,65,36,0,0,0,Legítimo
192.168.17.229,"GranadaFrag, Mira, Metralhadora, Torreta",63,194,94,0,0,0,0,Legítimo
192.168.81.187,"Capacete, MedKit, Mira, Drone",99,253,45,58,0,0,0,Legítimo
192.168.91.240,"Espingarda, Lança-granadas, Drone, Metralhadora",50,284,47,75,0,0,0,Legítimo
192.168.92.29,"Pistola, Mira, GranadaInc, Sniper",88,245,32,43,0,0,0,Legítimo
192.168.89.172,"GranadaFumo, Torreta, GranadaFrag, Espingarda",81,110,93,100,0,0,0,Suspeito
192.168.232.12,"Lança-granadas, Submetralhadora, Capacete, GranadaInc",68,343,127,82,0,0,0,Legítimo
192.168.245.137,"Lança-granadas, Capacete, GranadaInc, Drone",69,202,74,9,0,0,0,Legítimo
192.168.104.180,"Colete, Silenciador, Metralhadora, Faca",44,129,93,64,0,0,0,Legítimo
192.168.125.46,"Capacete, Silenciador, Espingarda, Pistola",56,90,98,48,0,0,0,Legítimo
192.168.26.51,"Colete, Lança-granadas, Submetralhadora, Silenciador",56,279,133,82,0,0,0,Legítimo
192.168.88.5,"Drone, MedKit, GranadaFrag, GranadaInc",48,198,73,98,0,0,0,Legítimo
192.168.94.25,"Mira, GranadaFumo, Capacete, Fuzil",63,362,23,0,0,0,0,Legítimo
192.168.213.209,"Espingarda, Revólver, Silenciador, GranadaFumo",43,313,128,3,0,0,1,Legítimo
192.168.11.164,"Espingarda, Revólver, GranadaFrag, Sniper",93,137,111,47,0,0,0,Suspeito
192.168.153.165,"GranadaFrag, Submetralhadora, MedKit, Lança-granadas",76,70,110,90,0,0,0,Suspeito
192.168.205.139,"Pistola, Explosivo, Mira, MedKit",47,355,94,59,0,1,0,Legítimo
192.168.121.44,"GranadaInc, GranadaFrag, Drone, Explosivo",96,139,76,67,0,0,0,Legítimo
192.168.169.180,"Explosivo, Metralhadora, Capacete, GranadaInc",90,392,78,87,0,0,0,Legítimo
192.168.173.60,"Explosivo, GranadaFrag, Espingarda, Colete",67,227,48,39,0,0,0,Legítimo
192.168.129.81,"Torreta, Lança-granadas, Fuzil, Explosivo",84,287,37,45,0,0,0,Legítimo
192.168.210.180,"GranadaInc, GranadaFrag, Silenciador, Espingarda",89,208,118,43,0,0,0,Legítimo
192.168.11.171,"Capacete, Mira, GranadaFumo, Lança-granadas",74,303,26,90,0,0,0,Legítimo
192.168.161.125,"GranadaInc, Submetralhadora, GranadaFrag, Silenciador",95,377,78,17,0,0,0,Legítimo
192.168.142.193,"Mira, Submetralhadora, Revólver, Pistola",84,299,144,100,0,0,0,Suspeito
192.168.17.160,"GranadaFumo, Espingarda, Revólver, GranadaInc",59,173,45,27,0,1,0,Legítimo
192.168.180.105,"Metralhadora, GranadaFumo, Mira, Lança-granadas",91,89,113,51,0,1,0,Suspeito
192.168.6.49,"GranadaFumo, Faca, Colete, Submetralhadora",45,139,121,73,0,0,1,Suspeito
192.168.184.214,"Capacete, Submetralhadora, Sniper, Fuzil",73,294,116,44,0,0,0,Legítimo
192.168.159.16,"Sniper, Silenciador, Lança-granadas, Fuzil",50,93,124,76,0,0,0,Suspeito
192.168.154.254,"GranadaInc, GranadaFumo, Colete, Torreta",93,137,37,78,0,0,0,Suspeito
192.168.156.128,"Silenciador, Revólver, Pistola, GranadaFumo",90,288,144,58,0,0,0,Legítimo
192.168.105.85,"Drone, Torreta, Revólver, GranadaFumo",84,235,86,29,0,0,0,Legítimo
192.168.105.4,"Colete, Metralhadora, MedKit, Revólver",77,384,24,35,0,0,0,Legítimo
192.168.195.41,"Espingarda, Colete, Mira, GranadaFumo",90,359,42,46,0,0,1,Legítimo
192.168.127.205,"Explosivo, Revólver, Silenciador, Fuzil",71,235,146,30,0,0,0,Legítimo
192.168.234.33,"Fuzil, MedKit, Sniper, Lança-granadas",82,192,89,79,0,0,0,Suspeito
192.168.21.220,"Lança-granadas, Faca, Silenciador, Torreta",84,320,143,50,0,0,0,Legítimo
192.168.230.81,"Faca, MedKit, GranadaFumo, Colete",97,326,73,96,0,0,0,Legítimo
192.168.13.39,"Colete, Sniper, Silenciador, GranadaFrag",62,361,55,46,0,0,1,Legítimo
192.168.134.50,"GranadaInc, Mira, Submetralhadora, GranadaFrag",85,128,146,72,0,0,0,Suspeito
192.168.95.212,"Drone, Espingarda, Torreta, GranadaFrag",62,310,135,26,0,0,0,Legítimo
192.168.226.3,"Submetralhadora, GranadaInc, Fuzil, Mira",100,177,107,68,0,0,0,Suspeito
192.168.195.172,"Pistola, Torreta, Metralhadora, Fuzil",57,312,79,86,0,0,0,Legítimo
192.168.56.169,"GranadaFumo, Torreta, Revólver, Colete",86,51,86,42,0,0,0,Legítimo
192.168.238.167,"GranadaInc, GranadaFumo, Submetralhadora, Torreta",91,172,70,55,0,0,0,Legítimo
192.168.54.161,"MedKit, Capacete, Silenciador, Torreta",72,153,119,24,0,0,0,Legítimo
192.168.15.39,"Torreta, Lança-granadas, Fuzil, Faca",94,311,143,0,0,0,0,Legítimo
192.168.184.17,"Explosivo, Pistola, Capacete, Metralhadora",71,287,110,37,0,0,0,Legítimo
192.168.245.139,"Silenciador, Mira, Faca, Drone",48,224,123,24,0,0,0,Legítimo
192.168.86.205,"Mira, Capacete, Explosivo, MedKit",91,297,125,37,0,1,0,Suspeito
192.168.93.32,"Submetralhadora, MedKit, Explosivo, Torreta",45,398,107,51,0,0,0,Legítimo
192.168.106.59,"Revólver, Capacete, GranadaFrag, Pistola",43,158,133,95,1,0,0,Suspeito
192.168.234.62,"Explosivo, Sniper, GranadaFrag, Pistola",80,91,101,40,0,0,0,Legítimo
192.168.150.76,"Espingarda, GranadaFumo, Drone, MedKit",61,67,127,62,0,0,0,Legítimo
192.168.26.195,"Colete, Revólver, Fuzil, MedKit",61,224,34,76,0,1,0,Suspeito
192.168.22.161,"Torreta, Silenciador, Capacete, GranadaFrag",57,320,125,52,0,0,0,Legítimo
192.168.77.14,"Colete, Faca, Silenciador, MedKit",65,382,61,80,0,0,0,Legítimo
192.168.49.209,"GranadaInc, Fuzil, Espingarda, Pistola",79,66,141,6,0,1,0,Suspeito
192.168.31.114,"Faca, Silenciador, GranadaFrag, Torreta",80,382,86,53,0,1,0,Legítimo
192.168.146.177,"Mira, Torreta, Colete, Revólver",67,203,134,57,0,0,0,Legítimo
192.168.248.126,"Sniper, Silenciador, Explosivo, Capacete",83,334,114,29,0,0,0,Legítimo
192.168.123.192,"Sniper, Colete, MedKit, Lança-granadas",83,254,70,5,0,1,0,Legítimo
192.168.250.109,"Faca, Sniper, Drone, Submetralhadora",95,119,122,63,0,0,0,Suspeito
